VILLCODE,site_id,village,household_no,people_total
10002110004,宜蘭縣大同鄉,復興村,108,278
10002110005,宜蘭縣大同鄉,英士村,144,401
10002110006,宜蘭縣大同鄉,樂水村,163,474
10002110007,宜蘭縣大同鄉,太平村,23,46
10002110008,宜蘭縣大同鄉,四季村,309,998
10002110009,宜蘭縣大同鄉,南山村,277,867
10002110010,宜蘭縣大同鄉,茂安村,70,243
10002120001,宜蘭縣南澳鄉,南澳村,507,1440
10002120002,宜蘭縣南澳鄉,碧候村,416,1288
10002120003,宜蘭縣南澳鄉,東岳村,185,571
10002120004,宜蘭縣南澳鄉,金岳村,186,551
10002120005,宜蘭縣南澳鄉,武塔村,197,520
10002120006,宜蘭縣南澳鄉,金洋村,236,619
10002120007,宜蘭縣南澳鄉,澳花村,315,979
10004010001,新竹縣竹北市,斗崙里,3867,9888
10004010002,新竹縣竹北市,鹿場里,5901,16693
10004010003,新竹縣竹北市,東平里,7258,18541
10004010004,新竹縣竹北市,中興里,4576,11985
10004010005,新竹縣竹北市,隘口里,1915,4360
10004010006,新竹縣竹北市,東海里,1264,3499
10004010007,新竹縣竹北市,竹北里,4263,10830
10004010008,新竹縣竹北市,竹仁里,3905,11201
10004010009,新竹縣竹北市,竹義里,2891,7073
10004010010,新竹縣竹北市,泰和里,2678,7522
10004010011,新竹縣竹北市,新社里,3027,8573
10004010012,新竹縣竹北市,聯興里,1646,5220
10004010013,新竹縣竹北市,麻園里,790,2344
10004010014,新竹縣竹北市,溪州里,945,2833
10004010015,新竹縣竹北市,白地里,865,2546
10004010016,新竹縣竹北市,新港里,470,1407
10004010017,新竹縣竹北市,大義里,652,1892
10004010018,新竹縣竹北市,崇義里,767,2180
10004010019,新竹縣竹北市,大眉里,769,2079
10004010020,新竹縣竹北市,尚義里,719,1925
10004010021,新竹縣竹北市,十興里,3808,10415
10004010022,新竹縣竹北市,新國里,2961,7433
10004010023,新竹縣竹北市,新庄里,372,1195
10004010024,新竹縣竹北市,北崙里,1653,4990
10004010025,新竹縣竹北市,新崙里,2890,7750
10004010026,新竹縣竹北市,福德里,1446,3975
10004010027,新竹縣竹北市,東興里,4355,10020
10004010028,新竹縣竹北市,北興里,3847,8664
10004010029,新竹縣竹北市,興安里,1656,4851
10004010030,新竹縣竹北市,文化里,1558,4442
10004010031,新竹縣竹北市,中崙里,3263,8813
10004040001,新竹縣關西鎮,東興里,177,548
10004040002,新竹縣關西鎮,西安里,776,2218
10004040003,新竹縣關西鎮,南雄里,278,773
10004040004,新竹縣關西鎮,北斗里,1473,4250
10004040005,新竹縣關西鎮,仁安里,388,1090
10004040006,新竹縣關西鎮,北山里,248,842
10004040007,新竹縣關西鎮,南山里,349,1192
10004040008,新竹縣關西鎮,東安里,1496,4417
10004040009,新竹縣關西鎮,東光里,472,1408
10004040010,新竹縣關西鎮,新富里,208,584
10004040011,新竹縣關西鎮,金山里,218,582
10004040012,新竹縣關西鎮,錦山里,408,1025
10004040013,新竹縣關西鎮,玉山里,180,479
10004040014,新竹縣關西鎮,大同里,285,857
10004040015,新竹縣關西鎮,石光里,585,1980
10004040016,新竹縣關西鎮,上林里,318,892
10004040017,新竹縣關西鎮,新力里,213,570
10004040018,新竹縣關西鎮,南和里,262,897
10004040019,新竹縣關西鎮,東山里,329,910
10004040020,新竹縣關西鎮,南新里,335,952
10004040021,新竹縣關西鎮,東平里,376,997
10004030001,新竹縣新埔鎮,內立里,392,1231
10004030002,新竹縣新埔鎮,寶石里,312,950
10004030003,新竹縣新埔鎮,文山里,1904,4993
10004030004,新竹縣新埔鎮,五埔里,731,2316
10004030005,新竹縣新埔鎮,四座里,1234,3728
10004030006,新竹縣新埔鎮,旱坑里,644,1958
10004030007,新竹縣新埔鎮,田新里,1488,3695
10004030008,新竹縣新埔鎮,新埔里,403,1079
10004030009,新竹縣新埔鎮,新生里,225,628
10004030010,新竹縣新埔鎮,新民里,458,1141
10004030011,新竹縣新埔鎮,上寮里,654,2084
10004030012,新竹縣新埔鎮,下寮里,1001,2744
10004030013,新竹縣新埔鎮,南平里,330,1101
10004030014,新竹縣新埔鎮,北平里,246,705
10004030015,新竹縣新埔鎮,巨埔里,382,1244
10004030016,新竹縣新埔鎮,照門里,499,1494
10004030017,新竹縣新埔鎮,清水里,172,425
10004030018,新竹縣新埔鎮,鹿鳴里,258,790
10004030019,新竹縣新埔鎮,新北里,212,618
10004020001,新竹縣竹東鎮,上坪里,142,328
10004020002,新竹縣竹東鎮,瑞峰里,217,413
10004020003,新竹縣竹東鎮,軟橋里,152,419
10004020004,新竹縣竹東鎮,員崠里,956,2569
10004020005,新竹縣竹東鎮,東寧里,1372,3684
10004020006,新竹縣竹東鎮,上舘里,3928,11006
10004020007,新竹縣竹東鎮,大鄉里,1831,5513
10004020008,新竹縣竹東鎮,東華里,293,718
10004020009,新竹縣竹東鎮,商華里,1448,3563
10004020010,新竹縣竹東鎮,竹東里,567,1526
10004020011,新竹縣竹東鎮,榮樂里,596,1556
10004020012,新竹縣竹東鎮,鷄林里,1686,4457
10004020013,新竹縣竹東鎮,仁愛里,1396,3938
10004020014,新竹縣竹東鎮,五豐里,3253,9211
10004020015,新竹縣竹東鎮,三重里,2796,7851
10004020016,新竹縣竹東鎮,頭重里,2144,5171
10004020017,新竹縣竹東鎮,員山里,801,2135
10004020018,新竹縣竹東鎮,柯湖里,269,653
10004020019,新竹縣竹東鎮,二重里,5678,14965
10004020020,新竹縣竹東鎮,中山里,699,1941
10004020021,新竹縣竹東鎮,中正里,1139,2794
10004020022,新竹縣竹東鎮,南華里,442,1157
10004020023,新竹縣竹東鎮,榮華里,3104,8688
10004020024,新竹縣竹東鎮,忠孝里,683,1813
10004020025,新竹縣竹東鎮,陸豐里,210,698
10004050001,新竹縣湖口鄉,孝勢村,541,1360
10004050002,新竹縣湖口鄉,仁勢村,370,1009
10004050003,新竹縣湖口鄉,愛勢村,1693,4799
10004050004,新竹縣湖口鄉,信勢村,2375,6374
10004050005,新竹縣湖口鄉,中勢村,1409,4194
10004050006,新竹縣湖口鄉,德盛村,2083,6017
10004050007,新竹縣湖口鄉,和興村,1076,3217
10004050008,新竹縣湖口鄉,長嶺村,1273,3804
10004050009,新竹縣湖口鄉,長安村,394,1214
10004050010,新竹縣湖口鄉,湖口村,1193,3233
10004050011,新竹縣湖口鄉,湖鏡村,1060,2933
10004050012,新竹縣湖口鄉,湖南村,614,1779
10004050013,新竹縣湖口鄉,波羅村,967,2589
10004050014,新竹縣湖口鄉,鳳凰村,2405,5852
10004050015,新竹縣湖口鄉,鳳山村,1428,3728
10004050016,新竹縣湖口鄉,中興村,3032,7546
10004050017,新竹縣湖口鄉,信義村,1735,4791
10004050018,新竹縣湖口鄉,中正村,1683,4552
10004050019,新竹縣湖口鄉,東興村,1937,5405
10004050020,新竹縣湖口鄉,勝利村,1956,5044
10004080001,新竹縣橫山鄉,橫山村,1227,3675
10004080002,新竹縣橫山鄉,田寮村,310,926
10004080003,新竹縣橫山鄉,南昌村,104,185
10004080004,新竹縣橫山鄉,豐鄉村,105,214
10004080005,新竹縣橫山鄉,豐田村,138,358
10004080006,新竹縣橫山鄉,內灣村,402,982
10004080007,新竹縣橫山鄉,福興村,182,448
10004080008,新竹縣橫山鄉,沙坑村,382,1012
10004080009,新竹縣橫山鄉,新興村,608,1760
10004080010,新竹縣橫山鄉,大肚村,598,1901
10004080011,新竹縣橫山鄉,力行村,324,873
10004060001,新竹縣新豐鄉,福興村,438,1199
10004060002,新竹縣新豐鄉,後湖村,682,2036
10004060003,新竹縣新豐鄉,青埔村,731,2088
10004060004,新竹縣新豐鄉,埔和村,1043,3196
10004060005,新竹縣新豐鄉,瑞興村,725,2112
10004060006,新竹縣新豐鄉,坡頭村,272,958
10004060007,新竹縣新豐鄉,中崙村,1239,3712
10004060008,新竹縣新豐鄉,重興村,2281,6462
10004060009,新竹縣新豐鄉,新豐村,767,2352
10004060010,新竹縣新豐鄉,員山村,1136,3396
10004060011,新竹縣新豐鄉,松林村,1951,5802
10004060012,新竹縣新豐鄉,上坑村,577,1746
10004060013,新竹縣新豐鄉,鳳坑村,412,1211
10004060014,新竹縣新豐鄉,忠孝村,1514,4594
10004060015,新竹縣新豐鄉,山崎村,1998,5561
10004060016,新竹縣新豐鄉,松柏村,2868,8157
10004060017,新竹縣新豐鄉,崎頂村,1113,3231
10004070001,新竹縣芎林鄉,五龍村,166,532
10004070002,新竹縣芎林鄉,華龍村,149,426
10004070003,新竹縣芎林鄉,秀湖村,334,1034
10004070004,新竹縣芎林鄉,永興村,153,459
10004070005,新竹縣芎林鄉,石潭村,983,2972
10004070006,新竹縣芎林鄉,新鳳村,570,1793
10004070007,新竹縣芎林鄉,中坑村,233,707
10004070008,新竹縣芎林鄉,水坑村,293,899
10004070009,新竹縣芎林鄉,文林村,988,2708
10004070010,新竹縣芎林鄉,芎林村,658,1813
10004070011,新竹縣芎林鄉,上山村,2058,5379
10004070012,新竹縣芎林鄉,下山村,427,1232
10004100001,新竹縣寶山鄉,雙溪村,1319,3077
10004100002,新竹縣寶山鄉,大崎村,1021,2200
10004100003,新竹縣寶山鄉,三峰村,463,1091
10004100004,新竹縣寶山鄉,新城村,493,1322
10004100005,新竹縣寶山鄉,深井村,305,903
10004100006,新竹縣寶山鄉,寶斗村,274,792
10004100007,新竹縣寶山鄉,山湖村,244,581
10004100008,新竹縣寶山鄉,寶山村,375,937
10004100009,新竹縣寶山鄉,油田村,275,593
10004100010,新竹縣寶山鄉,雙新村,1232,3040
10004090001,新竹縣北埔鄉,北埔村,437,1266
10004090002,新竹縣北埔鄉,南興村,463,1268
10004090003,新竹縣北埔鄉,埔尾村,954,2957
10004090004,新竹縣北埔鄉,水磜村,336,909
10004090005,新竹縣北埔鄉,南埔村,136,419
10004090006,新竹縣北埔鄉,大林村,273,807
10004090007,新竹縣北埔鄉,大湖村,223,573
10004090008,新竹縣北埔鄉,南坑村,141,343
10004090009,新竹縣北埔鄉,外坪村,151,299
10004110001,新竹縣峨眉鄉,峨眉村,341,939
10004110002,新竹縣峨眉鄉,中盛村,278,716
10004110003,新竹縣峨眉鄉,石井村,258,596
10004110004,新竹縣峨眉鄉,富興村,513,1514
10004110005,新竹縣峨眉鄉,七星村,283,642
10004110006,新竹縣峨眉鄉,湖光村,408,892
10004120001,新竹縣尖石鄉,義興村,284,679
10004120002,新竹縣尖石鄉,嘉樂村,392,970
10004120003,新竹縣尖石鄉,新樂村,503,1509
10004120004,新竹縣尖石鄉,梅花村,290,781
10004120005,新竹縣尖石鄉,錦屏村,484,1518
10004120006,新竹縣尖石鄉,玉峰村,418,1814
10004120007,新竹縣尖石鄉,秀巒村,569,2286
10004130001,新竹縣五峰鄉,大隘村,596,1566
10004130002,新竹縣五峰鄉,花園村,330,828
10004130003,新竹縣五峰鄉,竹林村,182,417
10004130004,新竹縣五峰鄉,桃山村,657,1634
