VILLCODE,site_id,village,household_no,people_total
66000040020,臺中市西區,公益里,1219,3186
66000040021,臺中市西區,中興里,1625,4070
66000040022,臺中市西區,公平里,2451,5964
66000040023,臺中市西區,公德里,2021,5013
66000040024,臺中市西區,双龍里,1284,3116
66000040025,臺中市西區,大忠里,2100,5182
66000050001,臺中市北區,光大里,1121,2300
66000050002,臺中市北區,文莊里,1647,3750
66000050003,臺中市北區,五常里,614,1539
66000050004,臺中市北區,新興里,732,1594
66000050005,臺中市北區,新北里,900,1819
66000050006,臺中市北區,樂英里,1312,2735
66000050007,臺中市北區,錦村里,1404,3525
66000050008,臺中市北區,建成里,2506,6416
66000050009,臺中市北區,錦洲里,1488,3713
66000050010,臺中市北區,金華里,1252,2942
66000050011,臺中市北區,金龍里,2120,4825
66000050012,臺中市北區,邱厝里,1087,2667
66000050013,臺中市北區,建興里,2600,6341
66000050014,臺中市北區,頂厝里,2005,4728
66000050015,臺中市北區,賴厝里,2908,6002
66000050016,臺中市北區,賴村里,2192,4959
66000050017,臺中市北區,育德里,1737,4150
66000050018,臺中市北區,淡溝里,2502,5923
66000050019,臺中市北區,中達里,1178,3001
66000050020,臺中市北區,錦祥里,2461,5218
66000050021,臺中市北區,健行里,3002,7671
66000050022,臺中市北區,明德里,2383,6157
66000050023,臺中市北區,長青里,2753,7048
66000050024,臺中市北區,賴明里,1839,4441
66000050025,臺中市北區,賴興里,1798,4443
66000050026,臺中市北區,中正里,702,1720
66000050027,臺中市北區,六合里,909,1933
66000050028,臺中市北區,大湖里,995,2366
66000050029,臺中市北區,錦平里,961,2066
66000050030,臺中市北區,建德里,1462,3712
66000050031,臺中市北區,崇德里,1664,3961
66000050032,臺中市北區,賴旺里,2012,4910
66000050033,臺中市北區,明新里,1307,3081
66000050034,臺中市北區,立人里,1816,4418
66000050035,臺中市北區,梅川里,1499,3916
66000050036,臺中市北區,賴福里,1871,4709
66000060001,臺中市西屯區,西安里,2553,6358
66000060002,臺中市西屯區,西墩里,2907,7524
66000060003,臺中市西屯區,潮洋里,3639,7367
66000060004,臺中市西屯區,龍潭里,342,1049
66000060005,臺中市西屯區,惠來里,8031,19559
66000060006,臺中市西屯區,上石里,2699,6435
66000060007,臺中市西屯區,逢甲里,2170,5185
66000060008,臺中市西屯區,鵬程里,1296,2982
66000060009,臺中市西屯區,何安里,2415,6018
66000060010,臺中市西屯區,何厝里,1530,3760
66000060011,臺中市西屯區,大河里,1495,4412
66000060012,臺中市西屯區,大石里,1056,2354
66000060013,臺中市西屯區,大福里,1510,3730
66000060014,臺中市西屯區,大鵬里,2179,5471
66000060015,臺中市西屯區,港尾里,2111,5974
66000060016,臺中市西屯區,廣福里,778,2846
66000060017,臺中市西屯區,林厝里,1342,4318
66000060018,臺中市西屯區,永安里,6482,16573
66000060019,臺中市西屯區,福安里,1459,3691
66000060020,臺中市西屯區,協和里,2110,5561
66000060021,臺中市西屯區,何仁里,2751,7136
66000060022,臺中市西屯區,何德里,1628,4252
66000060023,臺中市西屯區,何源里,2831,7637
66000060024,臺中市西屯區,西平里,2374,5830
66000060025,臺中市西屯區,何南里,1947,4772
66000060026,臺中市西屯區,至善里,2115,5314
66000060027,臺中市西屯區,上安里,2670,6487
66000060028,臺中市西屯區,上德里,1870,4849
66000060029,臺中市西屯區,逢福里,2424,6303
66000060030,臺中市西屯區,何明里,1587,4141
66000060031,臺中市西屯區,何成里,3374,8410
66000060032,臺中市西屯區,何福里,1952,5063
66000060033,臺中市西屯區,福和里,1731,5015
66000060034,臺中市西屯區,福中里,1361,3786
66000060035,臺中市西屯區,福恩里,2325,5684
66000060036,臺中市西屯區,福聯里,1696,4096
66000060037,臺中市西屯區,福瑞里,1500,3877
66000060038,臺中市西屯區,福林里,3839,9849
66000060039,臺中市西屯區,福雅里,2849,7521
66000070001,臺中市南屯區,南屯里,4011,10857
66000070002,臺中市南屯區,豐樂里,5099,13700
66000070003,臺中市南屯區,楓樹里,2493,7048
66000070004,臺中市南屯區,中和里,1671,5032
66000070005,臺中市南屯區,春社里,3307,7579
66000070006,臺中市南屯區,春安里,862,1718
66000070007,臺中市南屯區,文山里,5709,14401
66000070008,臺中市南屯區,新生里,1427,2911
66000070009,臺中市南屯區,永定里,2367,6372
66000070010,臺中市南屯區,三厝里,3429,9307
66000070011,臺中市南屯區,溝墘里,2471,6682
66000070012,臺中市南屯區,田心里,2864,7755
66000070013,臺中市南屯區,黎明里,1830,4835
66000070014,臺中市南屯區,鎮平里,522,1522
66000070015,臺中市南屯區,大同里,2213,5902
66000070016,臺中市南屯區,文心里,1815,4777
66000070017,臺中市南屯區,同心里,2519,6320
66000070018,臺中市南屯區,向心里,2825,6587
66000070019,臺中市南屯區,大誠里,1827,4321
66000070020,臺中市南屯區,大興里,1954,5424
66000070021,臺中市南屯區,大業里,3041,8201
66000070022,臺中市南屯區,惠中里,3731,9813
66000070023,臺中市南屯區,寶山里,2659,6541
66000070024,臺中市南屯區,三和里,4126,10863
66000070025,臺中市南屯區,三義里,3128,8283
66000080001,臺中市北屯區,北興里,1414,3528
66000080002,臺中市北屯區,北屯里,1606,3905
66000080003,臺中市北屯區,三光里,3201,8174
66000080004,臺中市北屯區,平田里,2643,6755
66000080005,臺中市北屯區,平和里,2456,6235
66000080006,臺中市北屯區,東光里,2089,5319
66000080007,臺中市北屯區,舊社里,3711,8924
66000080008,臺中市北屯區,水景里,6115,17084
66000080009,臺中市北屯區,軍功里,5287,15408
66000080010,臺中市北屯區,和平里,5308,14932
66000080011,臺中市北屯區,東山里,829,2380
66000080012,臺中市北屯區,民政里,389,1204
66000080013,臺中市北屯區,廍子里,8219,19303
66000080014,臺中市北屯區,大坑里,836,2466
66000080015,臺中市北屯區,民德里,397,1049
66000080016,臺中市北屯區,松竹里,4152,10960
66000080017,臺中市北屯區,仁和里,4668,11169
66000080018,臺中市北屯區,仁美里,4542,12525
66000080019,臺中市北屯區,四民里,586,1829
66000080020,臺中市北屯區,后庄里,4350,11635
66000080021,臺中市北屯區,同榮里,2216,6236
66000080022,臺中市北屯區,仁愛里,485,1177
66000080023,臺中市北屯區,水湳里,2945,7575
66000080024,臺中市北屯區,陳平里,1999,5347
66000080025,臺中市北屯區,新平里,1933,4849
66000080026,臺中市北屯區,平安里,2337,6008
66000080027,臺中市北屯區,平順里,1449,3682
66000080028,臺中市北屯區,平德里,3032,7568
66000080029,臺中市北屯區,松安里,2096,5703
66000080030,臺中市北屯區,松茂里,2265,6011
66000080031,臺中市北屯區,大德里,2034,5599
66000080032,臺中市北屯區,松強里,3205,8559
66000080033,臺中市北屯區,松勇里,2142,6010
66000080034,臺中市北屯區,北京里,1402,3676
66000080035,臺中市北屯區,平心里,2328,5685
66000080036,臺中市北屯區,平福里,1616,4282
66000080037,臺中市北屯區,松和里,2750,7646
66000080038,臺中市北屯區,平陽里,2163,5821
66000080039,臺中市北屯區,平興里,3149,7961
66000080040,臺中市北屯區,平昌里,2031,5061
66000080041,臺中市北屯區,三和里,2499,6562
66000080042,臺中市北屯區,忠平里,1654,4551
66000090001,臺中市豐原區,豐原里,1017,2567
66000090002,臺中市豐原區,頂街里,452,999
66000090003,臺中市豐原區,中山里,362,929
66000090004,臺中市豐原區,豐榮里,533,1256
66000090005,臺中市豐原區,下街里,338,840
66000090006,臺中市豐原區,富春里,272,809
66000090007,臺中市豐原區,葫蘆里,264,721
66000090008,臺中市豐原區,豐西里,672,1775
66000090009,臺中市豐原區,西安里,1989,5842
66000090010,臺中市豐原區,西勢里,912,2643
66000090011,臺中市豐原區,東勢里,612,1736
66000090012,臺中市豐原區,民生里,518,1348
66000090013,臺中市豐原區,大湳里,1066,2878
66000090014,臺中市豐原區,北湳里,1159,3295
66000090015,臺中市豐原區,東湳里,1409,4812
66000090016,臺中市豐原區,西湳里,3400,11289
66000090017,臺中市豐原區,圳寮里,506,1429
66000090018,臺中市豐原區,豐圳里,1379,3877
66000090019,臺中市豐原區,社皮里,4147,11743
66000090020,臺中市豐原區,三村里,2417,7555
66000090021,臺中市豐原區,中興里,1225,3374
66000090022,臺中市豐原區,田心里,2899,7307
66000090023,臺中市豐原區,豐田里,3905,12214
66000090024,臺中市豐原區,鎌村里,1721,5509
66000090025,臺中市豐原區,南陽里,4490,13654
66000090026,臺中市豐原區,陽明里,1123,3445
66000090027,臺中市豐原區,北陽里,5190,16038
66000090028,臺中市豐原區,中陽里,2137,6733
66000090029,臺中市豐原區,東陽里,538,1819
66000090030,臺中市豐原區,南村里,2209,6422
66000090031,臺中市豐原區,南田里,1185,3686
66000090032,臺中市豐原區,南嵩里,1216,3903
66000090033,臺中市豐原區,翁明里,987,2676
66000090034,臺中市豐原區,翁子里,1289,3818
66000090035,臺中市豐原區,翁社里,753,2351
66000090036,臺中市豐原區,朴子里,1147,3794
66000100001,臺中市東勢區,北興里,611,1519
66000100002,臺中市東勢區,中寧里,401,969
66000100003,臺中市東勢區,東安里,453,1169
66000100004,臺中市東勢區,南平里,734,2041
66000100005,臺中市東勢區,延平里,926,2506
66000100006,臺中市東勢區,上新里,400,1123
66000100007,臺中市東勢區,廣興里,619,1693
66000100008,臺中市東勢區,泰昌里,1459,4018
66000100009,臺中市東勢區,中嵙里,752,2098
66000100010,臺中市東勢區,福隆里,1503,4327
66000100011,臺中市東勢區,隆興里,577,1580
66000100012,臺中市東勢區,新盛里,1934,5676
66000100013,臺中市東勢區,詒福里,621,1838
66000100014,臺中市東勢區,上城里,399,1086
66000100015,臺中市東勢區,下城里,364,915
66000100016,臺中市東勢區,慶東里,707,2033
66000100017,臺中市東勢區,慶福里,505,1374
66000100018,臺中市東勢區,東新里,858,2225
66000100019,臺中市東勢區,粵寧里,833,2283
66000100020,臺中市東勢區,下新里,646,1824
66000100021,臺中市東勢區,興隆里,447,1311
66000100022,臺中市東勢區,茂興里,731,2043
66000100023,臺中市東勢區,泰興里,262,775
66000100024,臺中市東勢區,埤頭里,254,707
66000100025,臺中市東勢區,明正里,501,1517
66000110001,臺中市大甲區,朝陽里,581,1709
66000110002,臺中市大甲區,大甲里,430,1183
66000110003,臺中市大甲區,順天里,657,1786
66000110004,臺中市大甲區,孔門里,377,954
66000110005,臺中市大甲區,平安里,787,2582
66000110006,臺中市大甲區,庄美里,815,2516
66000110007,臺中市大甲區,新美里,1332,4124
66000110008,臺中市大甲區,岷山里,781,2490
66000110009,臺中市大甲區,中山里,1835,5276
66000110010,臺中市大甲區,南陽里,349,940
66000110011,臺中市大甲區,薰風里,380,1007
66000110012,臺中市大甲區,義和里,1204,3900
66000110013,臺中市大甲區,武陵里,388,1348
66000110014,臺中市大甲區,文曲里,359,1224
66000110015,臺中市大甲區,武曲里,592,2155
66000110016,臺中市大甲區,文武里,2105,6562
66000110017,臺中市大甲區,奉化里,809,2441
66000110018,臺中市大甲區,德化里,606,2060
66000110019,臺中市大甲區,江南里,474,1597
66000110020,臺中市大甲區,頂店里,1742,5545
66000110021,臺中市大甲區,太白里,414,1431
66000110022,臺中市大甲區,孟春里,1489,4840
66000110023,臺中市大甲區,幸福里,942,3004
66000110024,臺中市大甲區,日南里,2094,6677
66000110025,臺中市大甲區,龍泉里,525,1751
66000110026,臺中市大甲區,西岐里,568,1924
66000110027,臺中市大甲區,銅安里,480,1626
66000110028,臺中市大甲區,福德里,392,1280
66000110029,臺中市大甲區,建興里,506,1715
66000120001,臺中市清水區,鰲峰里,461,1224
66000120002,臺中市清水區,靈泉里,400,1107
66000120003,臺中市清水區,清水里,872,2567
66000120004,臺中市清水區,文昌里,297,816
66000120005,臺中市清水區,南寧里,786,2235
66000120006,臺中市清水區,西寧里,594,1839
66000120007,臺中市清水區,北寧里,323,792
66000120008,臺中市清水區,中興里,171,475
66000120009,臺中市清水區,西社里,908,2761
66000120010,臺中市清水區,南社里,4301,12690
66000120011,臺中市清水區,裕嘉里,502,1651
66000120012,臺中市清水區,臨江里,576,1746
66000120013,臺中市清水區,秀水里,1741,5156
66000120014,臺中市清水區,武鹿里,1304,3900
66000120015,臺中市清水區,海濱里,820,2426
66000120016,臺中市清水區,槺榔里,3255,7997
66000120017,臺中市清水區,中社里,1315,3451
66000120018,臺中市清水區,高西里,464,1458
66000120019,臺中市清水區,高南里,459,1498
66000120020,臺中市清水區,高東里,495,1373
66000120021,臺中市清水區,高北里,401,1337
66000120022,臺中市清水區,高美里,488,1511
66000120023,臺中市清水區,國姓里,753,2367
66000120024,臺中市清水區,菁埔里,785,2637
66000120025,臺中市清水區,頂湳里,621,2002
66000120026,臺中市清水區,田寮里,872,2857
66000120027,臺中市清水區,橋頭里,2968,9124
66000120028,臺中市清水區,下湳里,1002,3271
66000120029,臺中市清水區,東山里,441,1382
66000120030,臺中市清水區,楊厝里,429,1345
66000120031,臺中市清水區,海風里,547,1651
66000120032,臺中市清水區,吳厝里,575,1752
66000130001,臺中市沙鹿區,居仁里,553,1584
66000130002,臺中市沙鹿區,洛泉里,766,2538
66000130003,臺中市沙鹿區,沙鹿里,351,1156
66000130004,臺中市沙鹿區,美仁里,191,611
66000130005,臺中市沙鹿區,興仁里,972,3070
66000130006,臺中市沙鹿區,斗抵里,1663,5305
66000130007,臺中市沙鹿區,鹿峰里,2218,6791
66000130008,臺中市沙鹿區,鹿寮里,2709,8696
66000130009,臺中市沙鹿區,竹林里,2889,9320
66000130010,臺中市沙鹿區,犁分里,439,1413
66000130011,臺中市沙鹿區,北勢里,2078,6261
66000130012,臺中市沙鹿區,福興里,1599,4766
66000130013,臺中市沙鹿區,晉江里,705,2036
66000130014,臺中市沙鹿區,六路里,2337,6760
66000130015,臺中市沙鹿區,南勢里,1361,4272
66000130016,臺中市沙鹿區,埔子里,2548,7176
66000130017,臺中市沙鹿區,公明里,1806,5269
66000130018,臺中市沙鹿區,清泉里,913,2771
66000130019,臺中市沙鹿區,西勢里,870,2435
66000130020,臺中市沙鹿區,興安里,1361,4176
66000130021,臺中市沙鹿區,三鹿里,3466,9304
66000140001,臺中市梧棲區,頂寮里,1742,4325
66000140002,臺中市梧棲區,下寮里,801,2323
66000140003,臺中市梧棲區,中正里,1633,4589
66000140004,臺中市梧棲區,中和里,207,573
66000140005,臺中市梧棲區,文化里,486,1365
66000140006,臺中市梧棲區,安仁里,322,918
66000140007,臺中市梧棲區,草湳里,2422,7374
66000140008,臺中市梧棲區,南簡里,2188,6562
66000140009,臺中市梧棲區,福德里,1999,6173
66000140010,臺中市梧棲區,大庄里,2970,9625
66000140011,臺中市梧棲區,大村里,2170,7257
66000140012,臺中市梧棲區,興農里,816,2706
66000140013,臺中市梧棲區,永寧里,779,2759
66000140014,臺中市梧棲區,永安里,822,2916
66000150001,臺中市后里區,廣福里,907,2465
66000150002,臺中市后里區,仁里里,372,1224
66000150003,臺中市后里區,義里里,1249,3717
66000150004,臺中市后里區,后里里,1397,4386
66000150005,臺中市后里區,厚里里,803,2556
66000150006,臺中市后里區,墩東里,1815,5856
66000150007,臺中市后里區,墩西里,810,2311
66000150008,臺中市后里區,墩南里,1225,4046
66000150009,臺中市后里區,墩北里,1325,4283
66000150010,臺中市后里區,中和里,848,2873
66000150011,臺中市后里區,舊社里,812,2727
66000150012,臺中市后里區,聯合里,522,1789
66000150013,臺中市后里區,太平里,723,2515
66000150014,臺中市后里區,眉山里,1153,3785
66000150015,臺中市后里區,泰安里,532,1603
66000150016,臺中市后里區,公館里,733,2507
66000150017,臺中市后里區,月眉里,721,2349
66000150018,臺中市后里區,義德里,995,3054
66000160001,臺中市神岡區,神岡里,1246,3753
66000160002,臺中市神岡區,庄前里,879,2733
66000160003,臺中市神岡區,北庄里,987,3056
66000160004,臺中市神岡區,庄後里,764,2668
66000160005,臺中市神岡區,社口里,2822,9179
66000160006,臺中市神岡區,社南里,1846,6390
66000160007,臺中市神岡區,三角里,934,3029
66000160008,臺中市神岡區,岸裡里,1057,3280
66000160009,臺中市神岡區,大社里,1879,5193
66000160010,臺中市神岡區,豐洲里,2620,8284
66000160011,臺中市神岡區,神洲里,858,2986
66000160012,臺中市神岡區,溪洲里,941,3242
66000160013,臺中市神岡區,圳前里,850,2697
66000160014,臺中市神岡區,新庄里,1475,4902
66000160015,臺中市神岡區,圳堵里,799,2438
66000160016,臺中市神岡區,山皮里,358,1173
66000170001,臺中市潭子區,潭陽里,4529,13225
66000170002,臺中市潭子區,潭秀里,483,1489
66000170003,臺中市潭子區,潭北里,998,2857
66000170004,臺中市潭子區,福仁里,4480,12359
66000170005,臺中市潭子區,頭家里,2299,6731
66000170006,臺中市潭子區,甘蔗里,3956,11170
66000170007,臺中市潭子區,東寶里,4647,14018
66000170008,臺中市潭子區,大富里,1033,3282
66000170009,臺中市潭子區,大豐里,2415,7372
66000170010,臺中市潭子區,栗林里,1890,5452
66000170011,臺中市潭子區,嘉仁里,1493,4773
66000170012,臺中市潭子區,新田里,614,1707
66000170013,臺中市潭子區,聚興里,1893,4970
66000170014,臺中市潭子區,頭家東里,1852,5196
66000170015,臺中市潭子區,家興里,3273,8694
66000170016,臺中市潭子區,家福里,1996,5836
66000180001,臺中市大雅區,大雅里,1742,5149
66000180002,臺中市大雅區,員林里,3483,11676
66000180003,臺中市大雅區,六寶里,2474,7471
66000180004,臺中市大雅區,秀山里,1182,4004
66000180005,臺中市大雅區,忠義里,1635,4186
66000180006,臺中市大雅區,橫山里,1623,5202
66000180007,臺中市大雅區,三和里,1975,6426
66000180008,臺中市大雅區,西寶里,1716,5853
66000180009,臺中市大雅區,上楓里,2364,7754
66000180010,臺中市大雅區,二和里,2379,7319
66000180011,臺中市大雅區,四德里,1826,5719
66000180012,臺中市大雅區,上雅里,2605,7321
66000180013,臺中市大雅區,文雅里,2450,7228
66000180014,臺中市大雅區,大楓里,1970,6072
66000180015,臺中市大雅區,雅楓里,1472,4270
66000190001,臺中市新社區,新社里,1264,3913
66000190002,臺中市新社區,復盛里,720,2167
66000190003,臺中市新社區,中正里,517,1585
66000190004,臺中市新社區,月湖里,376,1171
66000190005,臺中市新社區,崑山里,371,1286
66000190006,臺中市新社區,大南里,713,2121
66000190007,臺中市新社區,永源里,1033,3404
66000190008,臺中市新社區,中興里,298,631
66000190009,臺中市新社區,協成里,1057,3336
66000190010,臺中市新社區,東興里,431,1367
66000190011,臺中市新社區,慶西里,308,958
66000190012,臺中市新社區,中和里,225,624
66000190013,臺中市新社區,福興里,473,1223
66000200001,臺中市石岡區,石岡里,472,1434
66000200002,臺中市石岡區,萬安里,600,1759
66000200003,臺中市石岡區,九房里,484,1387
66000200004,臺中市石岡區,金星里,448,1412
66000200005,臺中市石岡區,龍興里,223,714
66000200006,臺中市石岡區,萬興里,542,1650
66000200007,臺中市石岡區,梅子里,701,2067
66000200008,臺中市石岡區,土牛里,387,1114
66000200009,臺中市石岡區,德興里,563,1596
66000200010,臺中市石岡區,和盛里,530,1362
66000210001,臺中市外埔區,永豐里,408,1272
66000210002,臺中市外埔區,六分里,806,2627
66000210003,臺中市外埔區,三崁里,676,2143
66000210004,臺中市外埔區,大同里,1720,5616
66000210005,臺中市外埔區,水美里,1317,3925
66000210006,臺中市外埔區,大東里,2481,7523
66000210007,臺中市外埔區,馬鳴里,494,1621
66000210008,臺中市外埔區,中山里,409,1408
66000210009,臺中市外埔區,鐵山里,768,2410
66000210010,臺中市外埔區,土城里,506,1799
66000210011,臺中市外埔區,廍子里,392,1324
66000220001,臺中市大安區,南埔里,369,1186
66000220002,臺中市大安區,南庄里,345,1129
66000220003,臺中市大安區,中庄里,900,3049
66000220004,臺中市大安區,龜売里,500,1709
66000220005,臺中市大安區,福興里,400,1306
66000220006,臺中市大安區,東安里,441,1416
66000220007,臺中市大安區,頂安里,288,991
66000220008,臺中市大安區,永安里,589,1998
66000220009,臺中市大安區,福住里,359,1179
66000220010,臺中市大安區,海墘里,516,1547
66000220011,臺中市大安區,西安里,590,2018
66000220012,臺中市大安區,松雅里,347,1098
66000230001,臺中市烏日區,烏日里,3815,10230
66000230002,臺中市烏日區,湖日里,1060,2913
66000230003,臺中市烏日區,三和里,2979,6984
66000230004,臺中市烏日區,榮泉里,3097,7442
66000230005,臺中市烏日區,學田里,1090,2960
66000230006,臺中市烏日區,九德里,5227,15901
66000230007,臺中市烏日區,仁德里,3276,9565
66000230008,臺中市烏日區,前竹里,593,1959
66000230009,臺中市烏日區,五光里,630,1927
66000230010,臺中市烏日區,光明里,787,2433
66000230011,臺中市烏日區,東園里,807,2639
66000230012,臺中市烏日區,溪埧里,1557,5080
66000230013,臺中市烏日區,螺潭里,807,2531
66000230014,臺中市烏日區,北里里,575,1911
66000230015,臺中市烏日區,南里里,476,1561
66000230016,臺中市烏日區,溪尾里,315,936
66000240001,臺中市大肚區,王田里,1557,5121
66000240002,臺中市大肚區,中和里,275,1006
66000240003,臺中市大肚區,福山里,1306,4114
66000240004,臺中市大肚區,營埔里,510,1721
66000240005,臺中市大肚區,社腳里,850,2831
66000240006,臺中市大肚區,新興里,992,3016
66000240007,臺中市大肚區,大東里,1152,3596
66000240008,臺中市大肚區,大肚里,895,2645
66000240009,臺中市大肚區,永和里,303,937
66000240010,臺中市大肚區,磺溪里,681,2024
66000240011,臺中市大肚區,永順里,571,1948
66000240012,臺中市大肚區,成功里,325,1095
66000240013,臺中市大肚區,山陽里,532,1533
66000240014,臺中市大肚區,頂街里,3075,9007
66000240015,臺中市大肚區,瑞井里,1966,5986
66000240016,臺中市大肚區,蔗廍里,2085,5940
66000240017,臺中市大肚區,自強里,1495,4021
66000250001,臺中市龍井區,竹坑里,1066,3583
66000250002,臺中市龍井區,龍東里,1005,3414
66000250003,臺中市龍井區,龍西里,666,2155
66000250004,臺中市龍井區,田中里,1256,4392
66000250005,臺中市龍井區,福田里,339,1191
66000250006,臺中市龍井區,麗水里,854,2630
66000250007,臺中市龍井區,龍津里,1653,6008
66000250008,臺中市龍井區,三德里,1008,3510
66000250009,臺中市龍井區,忠和里,1649,5951
66000250010,臺中市龍井區,山腳里,2137,6958
66000250011,臺中市龍井區,龍泉里,3107,9268
66000250012,臺中市龍井區,龍崗里,1047,3250
66000250013,臺中市龍井區,新庄里,2383,7616
66000250014,臺中市龍井區,南寮里,491,1863
66000250015,臺中市龍井區,新東里,2151,5630
66000250016,臺中市龍井區,東海里,3734,10563
66000260001,臺中市霧峰區,桐林里,448,1368
66000260002,臺中市霧峰區,吉峰里,3587,10827
66000260003,臺中市霧峰區,甲寅里,1911,5372
66000260004,臺中市霧峰區,本鄉里,959,2644
66000260005,臺中市霧峰區,中正里,839,2340
66000260006,臺中市霧峰區,錦榮里,504,1444
66000260007,臺中市霧峰區,萊園里,403,1223
66000260008,臺中市霧峰區,本堂里,2463,6907
66000260009,臺中市霧峰區,坑口里,1177,3469
66000260010,臺中市霧峰區,北柳里,1479,4675
66000260011,臺中市霧峰區,南柳里,662,2250
66000260012,臺中市霧峰區,四德里,901,2866
66000260013,臺中市霧峰區,五福里,918,3046
66000260014,臺中市霧峰區,萬豐里,979,3018
66000260015,臺中市霧峰區,舊正里,705,2387
66000260016,臺中市霧峰區,峰谷里,377,1285
66000260017,臺中市霧峰區,六股里,814,2813
66000260018,臺中市霧峰區,丁台里,746,2704
66000260019,臺中市霧峰區,北勢里,720,2543
66000260020,臺中市霧峰區,南勢里,394,1502
66000270001,臺中市太平區,太平里,2051,6412
66000270002,臺中市太平區,長億里,2567,7813
66000270003,臺中市太平區,中平里,1620,4902
66000270004,臺中市太平區,中興里,1247,3752
66000270005,臺中市太平區,建國里,1124,3323
66000270006,臺中市太平區,東平里,1690,5027
66000270007,臺中市太平區,宜欣里,2563,7308
66000270008,臺中市太平區,中山里,1875,4229
66000270009,臺中市太平區,坪林里,1287,3789
66000270010,臺中市太平區,光華里,2109,5963
66000270011,臺中市太平區,新坪里,3444,9472
66000270012,臺中市太平區,新光里,3186,9318
66000270013,臺中市太平區,新福里,3089,8191
66000270014,臺中市太平區,頭汴里,675,2006
66000270015,臺中市太平區,東汴里,470,1296
66000270016,臺中市太平區,興隆里,1285,3830
66000270017,臺中市太平區,光隆里,1175,3670
66000270018,臺中市太平區,德隆里,1952,5791
66000270019,臺中市太平區,黃竹里,314,685
66000270020,臺中市太平區,永成里,2738,8394
66000270021,臺中市太平區,永平里,1645,4732
66000270022,臺中市太平區,成功里,1634,4794
66000270023,臺中市太平區,東和里,1114,3376
66000270024,臺中市太平區,中政里,1546,4382
66000270025,臺中市太平區,平安里,840,2570
66000270026,臺中市太平區,建興里,1213,3290
66000270027,臺中市太平區,新興里,2845,7445
66000270028,臺中市太平區,新高里,4163,10848
66000270029,臺中市太平區,新吉里,2346,6910
66000270030,臺中市太平區,新城里,2693,7056
66000270031,臺中市太平區,宜佳里,2504,6993
66000270032,臺中市太平區,宜昌里,1617,4409
66000270033,臺中市太平區,光明里,1663,4397
66000270034,臺中市太平區,豐年里,1729,4976
66000270035,臺中市太平區,大興里,979,2847
66000270036,臺中市太平區,勤益里,910,2447
66000270037,臺中市太平區,聖和里,588,1726
66000270038,臺中市太平區,福隆里,1390,4186
66000270039,臺中市太平區,永隆里,976,3017
66000280001,臺中市大里區,大里里,1546,4399
66000280002,臺中市大里區,新里里,4728,12660
66000280003,臺中市大里區,樹王里,1399,4634
66000280004,臺中市大里區,東興里,2805,8137
66000280005,臺中市大里區,祥興里,3476,8546
66000280006,臺中市大里區,日新里,1849,5096
66000280007,臺中市大里區,西榮里,2429,6661
66000280008,臺中市大里區,內新里,3827,10009
66000280009,臺中市大里區,東昇里,1390,4131
66000280010,臺中市大里區,立仁里,2243,6253
66000280011,臺中市大里區,新仁里,3112,9223
66000280012,臺中市大里區,大元里,1594,4997
66000280013,臺中市大里區,夏田里,361,1112
66000280014,臺中市大里區,仁化里,3215,10259
66000280015,臺中市大里區,健民里,1927,5478
66000280016,臺中市大里區,塗城里,3187,9904
66000280017,臺中市大里區,瑞城里,4530,14161
66000280018,臺中市大里區,金城里,4027,11633
66000280019,臺中市大里區,東湖里,4488,12262
66000280020,臺中市大里區,西湖里,1069,3340
66000280021,臺中市大里區,國光里,2274,6853
66000280022,臺中市大里區,大明里,1859,4868
66000280023,臺中市大里區,永隆里,4427,13675
66000280024,臺中市大里區,長榮里,3744,10750
66000280025,臺中市大里區,中新里,2440,6670
66000280026,臺中市大里區,立德里,3242,9370
66000280027,臺中市大里區,仁德里,2255,7336
66000290001,臺中市和平區,南勢里,929,2132
66000290002,臺中市和平區,天輪里,244,479
66000290003,臺中市和平區,博愛里,809,1906
66000290004,臺中市和平區,中坑里,248,501
66000290005,臺中市和平區,自由里,501,1248
66000290006,臺中市和平區,達觀里,511,1309
66000290007,臺中市和平區,梨山里,1042,2235
66000290008,臺中市和平區,平等里,396,1039
67000010001,臺南市新營區,忠政里,2176,5251
67000010002,臺南市新營區,民權里,1154,2727
67000010003,臺南市新營區,三仙里,1274,3237
67000010007,臺南市新營區,大宏里,1366,3510
67000010008,臺南市新營區,王公里,1765,4928
67000010009,臺南市新營區,中營里,501,1303
67000010010,臺南市新營區,土庫里,574,1618
67000010012,臺南市新營區,南興里,1161,2637
67000010013,臺南市新營區,興業里,918,1975
67000010014,臺南市新營區,民生里,1418,3671
67000010015,臺南市新營區,民榮里,2136,5156
67000010016,臺南市新營區,埤寮里,691,1896
67000010017,臺南市新營區,護鎮里,585,1534
67000010018,臺南市新營區,太南里,823,1898
67000010019,臺南市新營區,太北里,719,1904
67000010020,臺南市新營區,南紙里,1577,4203
67000010021,臺南市新營區,嘉芳里,808,2201
67000010025,臺南市新營區,五興里,733,1727
67000010026,臺南市新營區,姑爺里,437,982
67000010027,臺南市新營區,新北里,2285,5881
67000010028,臺南市新營區,新南里,2395,6221
67000010029,臺南市新營區,新東里,2903,8383
67000010030,臺南市新營區,永平里,1274,2895
67000020001,臺南市鹽水區,水秀里,720,1808
